Loan_SubType,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Loan_SubType_Cat,Loan_Type_Cat,Loan_Status_Cat,Borrower_Type_Cat
Auto Refinance,Refinance,23.0,23341.26,23341.26,APPROVED,P,TX,674.0,CAR,27575.0,0,2 YR USED,1.tov-Vehicle T3,66,5.0,1.0,26.467,418.46,193,16.08,0,5,0,0
Auto Refinance,Refinance,11511.96,18424.96,0.0,APPROVED,P,TX,754.0,CAR,18425.0,0,5 YR USED,1.tov-Vehicle T1,48,3.0,1.0,39.834,0.0,156,13.0,0,5,0,0
Auto Refinance,Refinance,1996.81,2175.81,2175.81,DECLINED,P,AZ,780.0,CAR,34025.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,2.0,30.752,659.79,36,3.0,0,5,1,0
Used Vehicle Loan,Dealer Purchase,5319.2,5319.2,5319.2,APPROVED,P,TX,687.0,CAR,44925.0,0,3 YR USED,1.tov-Vehicle T3,66,9.0,4.0,44.504,917.56,60,5.0,5,1,0,0
Auto Refinance,Refinance,36511.27,36516.27,0.0,DECLINED,P,NM,626.0,CAR,50550.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,5.0,865.61,17.312,0.0,24,2.0,0,5,1,0
Auto Refinance,Refinance,14.0,1481.2,1481.2,APPROVED,P,TX,717.0,CAR,23600.0,0,6-10 YR USED,1.tov-Vehicle T2,36,1.0,523.56,26.438,456.37,48,4.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,69497.74,66912.58,66912.58,APPROVED,P,TX,693.0,CAR,63100.0,0,4 YR USED,1.tov-Vehicle T3,54,16.0,3.0,21.336,1459.93,60,5.0,5,1,0,0
Auto Refinance,Refinance,2.0,2944.6,2944.6,APPROVED,P,TX,676.0,CAR,27050.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,756.08,24.26,375.53,36,3.0,0,5,0,0
Auto Refinance,Refinance,8382.6,7923.88,7923.88,APPROVED,P,TX,758.0,CAR,11450.0,0,5 YR USED,1.tov-Vehicle T1,48,2.0,1.0,46.588,191.06,54,4.5,0,5,0,0
Auto Refinance,Refinance,58.0,5452.66,5452.66,DECLINED,P,TX,0.0,CAR,59775.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,4.0,2.0,64.1,898.86,72,6.0,0,5,1,0
Auto Refinance,Refinance,31891.81,3194.87,3194.87,APPROVED,P,TX,623.0,CAR,32750.0,0,3 YR USED,1.tov-Vehicle T3,66,4.0,1.0,34.283,579.47,25,2.08,0,5,0,0
Auto Refinance,Refinance,19128.47,19173.24,19173.24,APPROVED,P,TX,629.0,CAR,20375.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,511.27,18.004,416.82,59,4.92,0,5,0,0
Used Vehicle Loan,Refinance,25.0,2678.21,2678.21,APPROVED,P,TX,814.0,CAR,37395.0,0,72 MO NEW,1.tov-Vehicle T2,72,4.0,1.0,41.719,436.02,51,4.25,5,5,0,0
Auto Refinance,Refinance,22.0,2363.48,2363.48,APPROVED,P,TX,644.0,CAR,19750.0,0,3 YR USED,1.tov-Vehicle T3,66,1.0,409.14,22.317,371.6,48,4.0,0,5,0,0
Auto Refinance,Refinance,31718.93,31771.32,31771.32,APPROVED,P,TX,717.0,CAR,33325.0,0,6-10 YR USED,1.tov-Vehicle T3,36,7.0,1.0,22.952,1036.61,60,5.0,0,5,0,0
Auto Refinance,Refinance,4754.41,47186.44,47186.44,APPROVED,P,TX,669.0,CAR,45550.0,0,72 MO NEW,1.tov-Vehicle T3,72,12.0,2.0,17.561,781.02,192,16.0,0,5,0,0
Auto Refinance,Refinance,13628.0,13717.89,13717.89,APPROVED,P,TX,653.0,CAR,13900.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,44.605,448.6,60,5.0,0,5,0,0
Auto Refinance,Refinance,2.0,172.0,172.0,APPROVED,P,TX,647.0,CAR,17200.0,0,6-10 YR USED,1.tov-Vehicle T3,36,5.0,991.75,17.501,560.75,24,2.0,0,5,0,0
Auto Refinance,Refinance,23226.61,235.96,235.96,APPROVED,P,TX,723.0,CAR,36775.0,0,2 YR USED,1.tov-Vehicle T2,66,4.0,1.0,28.614,409.91,12,1.0,0,5,0,0
Auto Refinance,Refinance,31512.6,31517.6,0.0,APPROVED,P,NM,670.0,CAR,41975.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,6.0,1.0,25.885,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,9464.4,9499.7,9499.7,APPROVED,P,TX,816.0,CAR,15225.0,0,6-10 YR USED,1.tov-Vehicle T1,36,2.0,1.0,47.908,304.61,12,1.0,0,5,0,0
Auto Refinance,Refinance,45736.86,4226.4,0.0,DECLINED,P,TX,643.0,CAR,35920.0,0,72 MO NEW,1.tov-Vehicle T3,72,4.0,1.0,26.85,0.0,106,8.83,0,5,1,0
Auto Refinance,Refinance,34943.49,34971.49,34971.49,APPROVED,P,TX,663.0,CAR,31800.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,1.0,42.51,584.74,234,19.5,0,5,0,0
Auto Refinance,Refinance,17779.2,17783.2,0.0,DECLINED,P,AZ,640.0,CAR,20775.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,886.13,13.632,0.0,24,2.0,0,5,1,0
Auto Refinance,Refinance,13621.47,1388.89,1388.89,APPROVED,P,TX,666.0,CAR,17150.0,0,5 YR USED,1.tov-Vehicle T3,48,7.0,1.0,21.14,340.94,198,16.5,0,5,0,0
Auto Refinance,Refinance,57658.43,5852.99,5852.99,APPROVED,P,TX,701.0,CAR,57875.0,0,3 YR USED,1.tov-Vehicle T2,66,3.0,1.0,29.41,1044.33,156,13.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,34648.0,3226.91,0.0,DECLINED,P,TX,675.0,CAR,33550.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,695.37,22.075,0.0,51,4.25,5,4,1,0
Auto Refinance,Refinance,36865.36,3629.8,3629.8,APPROVED,P,TX,710.0,CAR,35500.0,0,1 yr USED/Refi 72 mo,1.tov-Vehicle T2,72,9.0,3.0,32.3,594.52,60,5.0,0,5,0,0
Auto Refinance,Refinance,43.0,45147.13,45147.13,APPROVED,P,TX,651.0,CAR,46400.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,2.0,49.699,750.62,12,1.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,558.55,6.0,0.0,DECLINED,P,TX,669.0,CAR,8775.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,1.0,797.4,59.84,0.0,51,4.25,5,4,1,0
Auto Refinance,Refinance,24813.51,2425.0,0.0,DECLINED,P,TX,677.0,CAR,24025.0,0,6-10 YR USED,1.tov-Vehicle T4,36,2.0,813.75,37.552,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,13.0,13866.14,13866.14,APPROVED,P,TX,790.0,CAR,18250.0,0,5 YR USED,1.tov-Vehicle T1,48,3.0,1.0,40.528,333.88,49,4.08,0,5,0,0
Auto Refinance,Refinance,47977.1,48146.47,48146.47,APPROVED,P,TX,780.0,CAR,57925.0,0,3 YR USED,1.tov-Vehicle T3,66,17.0,5.0,31.405,872.85,114,9.5,0,5,0,0
Auto Refinance,Refinance,2.0,233.0,233.0,APPROVED,P,TX,682.0,CAR,29800.0,0,5 YR USED,1.tov-Vehicle T3,48,7.0,1.0,25.596,496.31,12,1.0,0,5,0,0
Auto Refinance,Refinance,6.0,4.0,4.0,APPROVED,P,TX,682.0,CAR,4000.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,7.0,1.0,20.856,159.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,11.0,11547.93,0.0,APPROVED,P,TX,623.0,CAR,24450.0,0,6-10 YR USED,1.tov-Vehicle T3,25,2.0,1.0,39.875,0.0,54,4.5,0,5,0,0
Used Vehicle Loan,Refinance,18.0,15218.45,15218.45,APPROVED,P,TX,677.0,CAR,20800.0,0,3 YR USED,1.tov-Vehicle T3,60,7.0,1.0,15.683,299.41,74,6.17,5,5,0,0
Auto Refinance,Refinance,2956.84,29114.59,29114.59,APPROVED,P,TX,763.0,CAR,39250.0,0,4 YR USED,1.tov-Vehicle T1,54,10.0,2.0,24.253,617.86,180,15.0,0,5,0,0
Auto Refinance,Refinance,14271.9,1434.9,0.0,DECLINED,P,TX,782.0,CAR,20550.0,0,3 YR USED,1.tov-Vehicle T3,66,4.0,386.74,8.756,0.0,48,4.0,0,5,1,0
Auto Refinance,Refinance,7.0,6.0,6.0,APPROVED,P,TX,672.0,CAR,10175.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5.0,1.0,28.466,237.38,72,6.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,25.0,27832.1,0.0,APPROVED,P,TX,705.0,CAR,24375.0,0,3 YR USED,1.tov-Vehicle T2,66,4.0,1.0,28.91,0.0,31,2.58,5,4,0,0
Auto Refinance,Refinance,23433.31,23433.31,0.0,DECLINED,P,TX,683.0,CAR,30780.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,1.0,527.72,30.444,0.0,19,1.58,0,5,1,0
Used Vehicle Loan,Dealer Purchase,4.0,2964.29,2964.29,APPROVED,P,TX,653.0,CAR,37175.0,0,4 YR USED,1.tov-Vehicle T3,54,5.0,2.0,37.144,631.54,31,2.58,5,1,0,0
Auto Refinance,Refinance,1629.0,1633.92,1633.92,APPROVED,P,NM,653.0,CAR,28800.0,0,2 YR USED,1.tov-Vehicle T3,66,1.0,548.14,28.599,287.15,88,7.33,0,5,0,0
Used Vehicle Loan,Dealer Purchase,35.0,26694.84,26694.84,DECLINED,P,TN,633.0,CAR,24800.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,871.91,23.512,483.92,12,1.0,5,1,1,0
Auto Refinance,Refinance,189.0,13454.83,13454.83,APPROVED,P,TX,655.0,CAR,14375.0,0,6-10 YR USED,1.tov-Vehicle T3,36,4.0,971.65,21.355,439.47,189,15.75,0,5,0,0
Auto Refinance,Refinance,4392.26,4425.26,0.0,APPROVED,P,TX,775.0,CAR,43575.0,0,72 MO NEW,1.tov-Vehicle T1,72,4.0,1.0,26.487,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,17.0,1733.0,0.0,APPROVED,P,TX,792.0,CAR,39450.0,0,5 YR USED,1.tov-Vehicle T1,48,19.0,489.4,2.499,0.0,48,4.0,0,5,0,0
Auto Refinance,Refinance,42844.24,4292.7,0.0,APPROVED,P,TX,743.0,CAR,52125.0,0,2 yr USED,1.tov-Vehicle T2,66,7.0,2.0,34.382,0.0,192,16.0,0,5,0,0
Auto Refinance,Refinance,6259.89,61394.89,0.0,DECLINED,P,TX,678.0,CAR,52475.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,1.0,49.599,0.0,48,4.0,0,5,1,0
Auto Refinance,Refinance,34764.25,31811.25,31811.25,APPROVED,P,TX,724.0,CAR,26075.0,0,3 YR USED,1.tov-Vehicle T2,66,5.0,2.0,45.709,569.36,37,3.08,0,5,0,0
Used Vehicle Loan,Refinance,3.0,3.0,3.0,APPROVED,P,TX,0.0,CAR,8060.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,5.0,262.77,4.866,118.73,49,4.08,5,5,0,0
Other Secured Loan,Bills,1.0,8.0,8.0,APPROVED,P,TX,774.0,CAR,12575.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,5.0,547.15,10.681,311.15,144,12.0,3,0,0,0
Other Secured Loan,Bills,15.0,1533.0,1533.0,APPROVED,P,TX,774.0,CAR,35425.0,0,3 yr USED,1.tov-Vehicle T1,60,5.0,522.21,10.194,286.21,144,12.0,3,0,0,0
Auto Refinance,Refinance,144.0,14378.52,14378.52,APPROVED,P,AR,708.0,CAR,19075.0,0,5 YR USED,1.tov-Vehicle T2,48,13.0,543.24,4.179,352.85,60,5.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,4.0,4137.52,4137.52,APPROVED,P,TX,847.0,CAR,84760.0,0,72 MO NEW,1.tov-Vehicle T1,72,4.0,693.95,15.869,659.35,150,12.5,2,1,0,0
Used Vehicle Loan,Purchase-Other,4888.26,4627.5,4627.5,APPROVED,P,TX,722.0,CAR,37875.0,0,4 YR USED,1.tov-Vehicle T2,54,8.0,1.0,18.489,997.09,204,17.0,5,4,0,0
Auto Refinance,Refinance,78.0,7991.21,7991.21,APPROVED,P,TX,815.0,CAR,11975.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,2.0,1.0,43.372,312.58,216,18.0,0,5,0,0
Auto Refinance,Refinance,36.0,35538.96,35538.96,APPROVED,P,TX,670.0,CAR,35600.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,689.34,31.813,594.7,12,1.0,0,5,0,0
Auto Refinance,Refinance,13.0,14226.82,14226.82,APPROVED,P,NM,729.0,CAR,27525.0,0,6-10 YR USED,1.tov-Vehicle T2,36,4.0,1.0,44.158,461.14,60,5.0,0,5,0,0
Auto Refinance,Refinance,75.0,699.53,699.53,APPROVED,P,TX,706.0,CAR,21650.0,0,6-10 YR USED,1.tov-Vehicle T2,36,6.0,2.0,39.937,224.38,87,7.25,0,5,0,0
Auto Refinance,Refinance,7956.92,887.37,887.37,APPROVED,P,TX,693.0,CAR,18000.0,0,6-10 YR USED,1.tov-Vehicle T3,36,1.0,972.7,49.88,264.47,25,2.08,0,5,0,0
Auto Refinance,Refinance,1925.66,1968.3,1968.3,APPROVED,P,TX,665.0,CAR,29550.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,2.0,42.086,341.93,48,4.0,0,5,0,0
Auto Refinance,Refinance,39.0,38986.4,38986.4,APPROVED,P,TX,713.0,CAR,40600.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T4,66,7.0,743.59,10.496,743.97,19,1.58,0,5,0,0
Auto Refinance,Refinance,25531.46,25583.6,25583.6,APPROVED,P,TX,777.0,CAR,29275.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,706.48,9.672,555.96,144,12.0,0,5,0,0
Other Secured Loan,Refinance,1.0,36.0,36.0,APPROVED,P,TX,670.0,CAR,2100.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,1.0,48.913,146.97,60,5.0,3,5,0,0
Auto Refinance,Refinance,7172.0,71393.9,71393.9,APPROVED,P,TX,668.0,CAR,61750.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7.0,2.0,30.733,1187.4,48,4.0,0,5,0,0
Auto Refinance,Refinance,15994.0,15729.24,15729.24,APPROVED,P,TX,724.0,CAR,26075.0,0,2 YR USED,1.tov-Vehicle T2,66,2.0,843.42,33.737,279.87,36,3.0,0,5,0,0
Auto Refinance,Refinance,33499.37,33521.47,33521.47,DECLINED,P,TX,641.0,CAR,34425.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,720.33,23.746,557.69,49,4.08,0,5,1,0
Auto Refinance,Refinance,27.0,21587.75,21587.75,APPROVED,P,TX,649.0,CAR,20800.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,1.0,49.96,391.78,60,5.0,0,5,0,0
New Vehicle Loan,Refinance,14.0,6925.0,6925.0,APPROVED,P,TX,725.0,CAR,4925.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,5.0,2.0,37.295,277.54,120,10.0,2,5,0,0
Used Vehicle Loan,Purchase-Other,22.0,23519.87,0.0,APPROVED,P,TX,805.0,CAR,28675.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,3.0,1.0,45.337,0.0,168,14.0,5,4,0,0
Auto Refinance,Refinance,26.0,2562.68,2562.68,APPROVED,P,TX,650.0,CAR,26075.0,0,6-10 YR USED,1.tov-Vehicle T3,36,8.0,1.0,19.888,817.87,18,1.5,0,5,0,0
Auto Refinance,Refinance,15.0,14957.21,14835.53,APPROVED,P,TX,657.0,CAR,21100.0,0,5 YR USED,1.tov-Vehicle T3,48,1.0,484.66,29.766,365.66,48,4.0,0,5,0,0
Auto Refinance,Refinance,72377.9,7245.9,0.0,DECLINED,P,TX,674.0,CAR,67450.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,10.0,3.0,35.807,0.0,154,12.83,0,5,1,0
Auto Refinance,Refinance,18214.64,18247.64,0.0,DECLINED,P,TX,651.0,CAR,19300.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,2.0,43.336,0.0,46,3.83,0,5,1,0
Auto Refinance,Refinance,3925.36,3958.36,0.0,APPROVED,P,TX,628.0,CAR,33600.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,1.0,31.123,0.0,240,20.0,0,5,0,0
Auto Refinance,Refinance,647.75,6.0,0.0,DECLINED,P,TX,637.0,CAR,9825.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2.0,717.44,28.698,0.0,120,10.0,0,5,1,0
Auto Refinance,Refinance,31832.28,3186.28,0.0,DECLINED,P,TX,725.0,CAR,37225.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,66,29.0,709.74,2.433,0.0,13,1.08,0,5,1,0
Auto Refinance,Refinance,32417.1,3245.1,0.0,APPROVED,P,TX,684.0,CAR,32600.0,0,3 YR USED,6.tov-Vehicle T3,66,3.0,846.47,21.798,0.0,36,3.0,0,5,0,0
Auto Refinance,Refinance,21316.74,21349.74,21349.74,APPROVED,P,TX,651.0,CAR,27600.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,722.45,14.566,384.9,156,13.0,0,5,0,0
Auto Refinance,Refinance,36.0,36668.15,36668.15,APPROVED,P,AZ,755.0,CAR,34575.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,5.0,1.0,19.372,587.96,60,5.0,0,5,0,0
Auto Refinance,Refinance,13683.0,13767.56,13767.56,APPROVED,P,TX,768.0,CAR,21375.0,0,4 YR USED,1.tov-Vehicle T4,54,1.0,351.01,19.815,316.58,22,1.83,0,5,0,0
Auto Refinance,Refinance,1692.75,16186.48,16186.48,APPROVED,P,TX,795.0,CAR,21975.0,0,4 YR USED,1.tov-Vehicle T1,54,3.0,1.0,31.1,342.21,48,4.0,0,5,0,0
Auto Refinance,Refinance,28643.43,28673.93,28673.93,APPROVED,P,TX,756.0,CAR,32675.0,0,2 YR USED,1.tov-Vehicle T1,66,5.0,788.07,15.135,499.5,13,1.08,0,5,0,0
Auto Refinance,Refinance,53.0,52426.45,52426.45,APPROVED,P,TX,730.0,CAR,43975.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5.0,1.0,36.043,859.33,266,22.17,0,5,0,0
Used Vehicle Loan,Refinance,4.0,36573.41,36573.41,APPROVED,P,TX,656.0,CAR,34500.0,0,2 YR USED,1.tov-Vehicle T3,66,2.0,1.0,41.252,655.47,183,15.25,5,5,0,0
Auto Refinance,Refinance,5.0,5167.77,5167.77,APPROVED,P,TX,730.0,CAR,41210.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5.0,2.0,42.678,822.33,265,22.08,0,5,0,0
Auto Refinance,Refinance,187.0,18831.2,18831.2,APPROVED,P,TX,700.0,CAR,25525.0,0,2 YR USED,1.tov-Vehicle T4,66,1.0,400.6,33.21,361.08,12,1.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,4286.89,3668.89,0.0,APPROVED,P,TX,731.0,CAR,30225.0,0,2 YR USED,1.tov-Vehicle T2,66,7.0,1.0,15.276,0.0,132,11.0,5,1,0,0
Used Vehicle Loan,Purchase-Other,5.0,6.0,6.0,APPROVED,P,TX,657.0,CAR,7075.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,642.06,19.041,238.04,76,6.33,5,4,0,0
Auto Refinance,Refinance,11.0,1146.44,1146.44,APPROVED,P,TX,716.0,CAR,27775.0,0,4 YR USED,1.tov-Vehicle T2,54,4.0,2.0,45.731,246.54,60,5.0,0,5,0,0
Auto Refinance,Refinance,912.0,919.32,919.32,APPROVED,P,TX,650.0,CAR,21700.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,616.79,13.538,198.15,108,9.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,5.0,53752.37,53752.37,APPROVED,P,TX,640.0,CAR,52500.0,0,2 YR USED,1.tov-Vehicle T3,66,14.0,2.0,15.867,968.37,127,10.58,5,1,0,0
Auto Refinance,Refinance,36795.58,36823.58,0.0,APPROVED,P,TX,646.0,CAR,38700.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,1.0,24.021,0.0,49,4.08,0,5,0,0
Auto Refinance,Refinance,13.0,138.26,138.26,APPROVED,P,TX,655.0,CAR,19450.0,0,6-10 YR USED,1.tov-Vehicle T3,36,2.0,413.46,15.145,338.46,80,6.67,0,5,0,0
Auto Refinance,Refinance,862.99,8635.99,8635.99,APPROVED,P,TX,620.0,CAR,16400.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,872.86,43.643,212.86,12,1.0,0,5,0,0
Used Vehicle Loan,Refinance,5134.4,5181.12,5181.12,DECLINED,P,TX,676.0,CAR,0.0,0,4 YR USED,1.tov-Vehicle T3,54,7.0,1.0,21.706,1095.01,17,1.42,5,5,1,0
Auto Refinance,Refinance,33.0,34463.38,34463.38,APPROVED,P,TX,780.0,CAR,36575.0,0,72 MO NEW,1.tov-Vehicle T1,72,6.0,1.0,16.275,549.77,240,20.0,0,5,0,0
Auto Refinance,Refinance,48763.0,4882.1,4882.1,APPROVED,P,TX,655.0,CAR,45025.0,0,2 YR USED,1.tov-Vehicle T3,66,8.0,2.0,27.338,874.49,54,4.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,42.0,41946.98,0.0,APPROVED,P,TX,682.0,CAR,42900.0,0,3 YR USED,1.tov-Vehicle T2,66,11.0,3.0,30.945,0.0,12,1.0,5,4,0,0
Auto Refinance,Refinance,26223.7,26256.7,26256.7,APPROVED,P,TX,775.0,CAR,25995.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,2.0,643.73,25.746,421.13,16,1.33,0,5,0,0
Auto Refinance,Refinance,3.0,37111.38,37111.38,APPROVED,P,TX,636.0,CAR,36350.0,0,2 YR USED,1.tov-Vehicle T3,66,3.0,1.0,48.875,665.11,120,10.0,0,5,0,0
Auto Refinance,Refinance,3.0,22486.9,22486.9,APPROVED,P,TX,680.0,CAR,22650.0,0,4 YR USED,1.tov-Vehicle T3,54,1.0,865.43,45.896,490.98,241,20.08,0,5,0,0
Auto Refinance,Refinance,12855.0,12778.89,1389.76,APPROVED,P,AR,730.0,CAR,19550.0,0,4 YR USED,1.tov-Vehicle T4,54,1.0,533.41,35.26,301.02,168,14.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,46.0,36788.23,36788.23,APPROVED,P,AZ,715.0,CAR,40475.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,10.0,3.0,30.911,652.64,25,2.08,5,4,0,0
Other Secured Loan,Refinance,14.0,1147.0,1147.0,APPROVED,P,AZ,663.0,CAR,16475.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,832.85,28.88,396.07,84,7.0,3,5,0,0
Auto Refinance,Refinance,27.0,23525.5,0.0,APPROVED,P,TX,777.0,CAR,27200.0,0,1 YR USED/REFI 60 MO,6.tov-Vehicle T1,66,9.0,5.0,57.385,0.0,12,1.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,2.0,23166.11,23166.11,APPROVED,P,TX,723.0,CAR,21800.0,0,4 YR USED,1.tov-Vehicle T2,54,5.0,1.0,23.721,497.91,132,11.0,5,1,0,0
Used Vehicle Loan,Private Party Purchase,21.0,4538.0,0.0,DECLINED,P,TX,0.0,CAR,4538.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,5.0,1.0,27.173,0.0,90,7.5,5,3,1,0
Used Vehicle Loan,Private Party Purchase,2.0,21329.25,21329.25,APPROVED,P,TX,623.0,CAR,23600.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,42.104,696.27,22,1.83,5,3,0,0
Auto Refinance,Refinance,375.0,3889.66,3889.66,APPROVED,P,VA,626.0,CAR,34800.0,0,3 YR USED,1.tov-Vehicle T3,66,5.0,2.0,45.447,705.51,44,3.67,0,5,0,0
Auto Refinance,Refinance,16.0,16949.56,16949.56,APPROVED,P,TX,653.0,CAR,22900.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,977.66,41.238,368.57,12,1.0,0,5,0,0
Other Secured Loan,Refinance,2.0,233.0,233.0,APPROVED,P,TX,635.0,CAR,11500.0,0,6-10 YR USED,1.tov-Vehicle T3,24,848.75,393.73,46.389,95.9,12,1.0,3,5,0,0
New Vehicle Loan,Purchase-Other,45.0,42418.9,42418.9,APPROVED,P,TX,0.0,CAR,60500.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,769.0,20.131,769.46,12,1.0,2,4,0,0
Used Vehicle Loan,Purchase-Other,7.0,4525.0,0.0,APPROVED,P,AZ,638.0,CAR,4525.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5.0,1.0,19.709,0.0,13,1.08,5,4,0,0
Auto Refinance,Refinance,35521.54,35554.54,35554.54,APPROVED,P,TX,660.0,CAR,41375.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,6.0,1.0,24.646,591.13,96,8.0,0,5,0,0
Auto Refinance,Refinance,17762.0,17947.69,17947.69,APPROVED,P,AR,659.0,CAR,20025.0,0,5 YR USED,1.tov-Vehicle T3,48,7.0,2.0,35.811,444.14,38,3.17,0,5,0,0
Auto Refinance,Refinance,18.0,18927.84,18927.84,APPROVED,P,TX,701.0,CAR,30750.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T2,66,3.0,580.06,19.335,333.5,35,2.92,0,5,0,0
Auto Refinance,Refinance,5.0,47759.77,47759.77,APPROVED,P,TX,736.0,CAR,48725.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,10.0,4.0,40.111,794.47,84,7.0,0,5,0,0
Auto Refinance,Refinance,1555.23,1593.84,1593.84,APPROVED,P,TX,661.0,CAR,18700.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,408.02,14.159,372.64,21,1.75,0,5,0,0
Auto Refinance,Refinance,2.0,449.86,0.0,APPROVED,P,TX,709.0,CAR,12138.0,0,6-10 YR USED,1.tov-Vehicle T2,36,3.0,1.0,46.966,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,51191.74,51364.64,51364.64,APPROVED,P,TX,748.0,CAR,52550.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,6.0,2.0,33.885,846.91,72,6.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,48491.0,58.0,0.0,APPROVED,P,TX,0.0,CAR,56625.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,1.0,69.305,0.0,217,18.08,5,4,0,0
Used Vehicle Loan,Refinance,4.0,256.0,256.0,APPROVED,P,AZ,655.0,CAR,21965.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,9.0,1.0,13.473,426.04,60,5.0,5,5,0,0
Other Secured Loan,Refinance,5.0,481.0,481.0,APPROVED,P,TX,629.0,CAR,4810.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,1.0,41.987,190.53,324,27.0,3,5,0,0
